Subject,Session,Axis,Run,Plate,S,rxy
P0012,20231102072526,axi,1,1,-1.0271114564965032,-0.003379529920577601
P0012,20231102072526,axi,1,2,-1.0541743001897494,0.054685184906747134
P0012,20231102072526,axi,2,0,-1.0550779908222507,-0.02315796519965216
P0012,20231102072526,axi,2,1,-1.030752821297611,-0.007401865506646538
P0012,20231102072526,axi,2,2,-1.0589384548267422,0.053654958737108405
P0012,20231110110115,sag,,0,-0.9747009645906545,-0.0013126520465358074
P0012,20231110110115,cor,,0,-1.0148872724645117,-0.003022229954429922
P0012,20231110110115,axi,1,0,-1.0437063660588588,-0.03715146582365912
P0012,20231110110115,axi,1,1,-1.0299002297567441,-0.010477598065024754
P0012,20231110110115,axi,1,2,-1.052761542429536,0.027153252164326895
P0012,20231110110115,axi,2,0,-1.049092253659031,-0.031488191920424194
P0012,20231110110115,axi,2,1,-1.0356521794478972,0.003320173251004987
P0012,20231110110115,axi,2,2,-1.0602861166432598,0.033546628846332895
P0012,20231207100537,sag,,0,-0.971129971001974,-0.005070119255559356
P0012,20231207100537,cor,,0,-1.0068903084536072,0.0009517671127470817
P0012,20231207100537,axi,1,0,-1.0519870147215322,-0.028820826340214878
P0012,20231207100537,axi,1,1,-1.0181246918362004,0.004283328037479358
P0012,20231207100537,axi,1,2,-1.0448436379825115,0.03508564911320105
P0012,20231207100537,axi,2,0,-1.0452252565674047,-0.026822271275521732
P0012,20231207100537,axi,2,1,-1.0244990993261274,0.000151122363237945
P0012,20231207100537,axi,2,2,-1.057830311859549,0.04211401313687006
P0012,20231213082836,sag,,0,-0.9698583891272639,-0.004146452288457468
P0012,20231213082836,cor,,0,-1.0021723795704385,-0.0019645067117243717
P0012,20231213082836,axi,1,0,-1.0432589894846165,-0.013673175067617449
P0012,20231213082836,axi,1,1,-1.0412340521123746,0.007350181397552686
P0012,20231213082836,axi,1,2,-1.0551890528448342,0.03105650458079518
P0012,20231213082836,axi,2,0,-1.0440362593719998,-0.011036317633776199
P0012,20231213082836,axi,2,1,-1.0363913081581042,0.0041617394793614735
P0012,20231213082836,axi,2,2,-1.0586922909894554,0.03771440312266315
P0012,20231221071744,axi,1,0,-1.0411014266071212,-0.012828084914137408
P0012,20231221071744,axi,1,1,-1.0388699279728013,-0.0044138068587233955
P0012,20231221071744,axi,1,2,-1.0623874676086575,0.04034077557312328
P0012,20231221071744,axi,2,0,-1.04746239018942,-0.0173365665791496
P0012,20231221071744,axi,2,1,-1.0321961835979891,4.8317851608891634e-24
P0012,20231221071744,axi,2,2,-1.0575112519796017,0.02660571432292487
P0012,20240206101312,axi,1,0,-1.036004261522437,-0.015028172204664503
P0012,20240206101312,axi,1,1,-1.0485802490095208,-0.00029118568940418935
P0012,20240206101312,axi,1,2,-1.0763670815999231,0.03778697450179146
P0012,20240206101312,axi,2,0,-1.0403701472908646,-0.005806063729070721
P0012,20240206101312,axi,2,1,-1.0485802505407495,-0.0005078740932715348
P0012,20240206101312,axi,2,2,-1.06982594253826,0.038627967054297496
P0012,20240208105104,axi,1,0,-1.0501162423308124,-0.03383103766137226
P0012,20240208105104,axi,1,1,-1.0321961835979891,4.8317851608891634e-24
P0012,20240208105104,axi,1,2,-1.0473907010093775,0.030522260786564552
P0012,20240208105104,axi,2,0,-1.0412806928621674,-0.03303950627317531
P0012,20240208105104,axi,2,1,-1.0321961835979891,4.8317851608891634e-24
P0012,20240208105104,axi,2,2,-1.0483242489732614,0.032000098166163685
P0012,20240403093142,sag,,0,-0.9398889700171424,-0.0038204686066063524
P0012,20240403093142,cor,,0,-0.9658312007880098,0.0051255815577049375
P0012,20240403093142,axi,1,0,-0.9816260927175275,-0.012861364505360864
P0012,20240403093142,axi,1,1,-0.9816260927175275,-0.012861364505360864
P0012,20240403093142,axi,1,2,-0.9892520096993972,0.01093870145466962
P0012,20240403093142,axi,2,0,-0.978542604032027,-0.018583886262751467
P0012,20240403093142,axi,2,1,-0.9845799915583062,-0.01599796655657234
P0012,20240403093142,axi,2,2,-0.9839747178195438,0.008489435023429848
P0012,20240404082136,sag,,0,-0.9415731603027522,0.003561252714657754
P0012,20240404082136,cor,,0,-0.9814647433257181,-0.0004651181339134676
P0012,20240404082136,axi,1,0,-0.977411950244069,-0.03796454941679532
P0012,20240404082136,axi,1,1,-0.9830300225728654,-0.01154769450668263
P0012,20240404082136,axi,1,2,-0.9754820933418923,0.010142672961405433
P0012,20240404082136,axi,2,0,-0.9759744169623487,-0.03696274891346911
P0012,20240404082136,axi,2,1,-0.9970996671590134,-0.004280769765797585
P0012,20240404082136,axi,2,2,-0.9817834706317228,0.011164294463993675
P0012,20240405091422,sag,,0,-0.9392547916440593,0.003914541595510315
P0012,20240405091422,cor,,0,-0.9740583664258481,-0.0033028357306533543
P0012,20240405091422,axi,1,0,-0.9740702269783238,-0.020999395953082763
P0012,20240405091422,axi,1,1,-0.9831009233267549,-0.018407463699566834
P0012,20240405091422,axi,1,2,-1.0098676256723946,0.008244338933861449
P0012,20240405091422,axi,2,0,-0.9817322822932448,-0.0120602212520707
P0012,20240405091422,axi,2,1,-0.9862538214683795,-0.02094241400931284
P0012,20240405091422,axi,2,2,-1.0099272452169779,0.0106707187925183
P0013,20230621132858,sag,,0,-0.9745086828010134,-0.00034397024959089556
P0013,20230621132858,cor,,0,-1.0213283068128995,-0.005472164128240812
P0013,20230621132858,axi,1,0,-1.06650032591448,-0.015492486653584728
P0013,20230621132858,axi,1,1,-1.049860258351354,0.017504026837725374
P0013,20230621132858,axi,1,2,-1.06496431748351,0.017515039680566936
P0013,20230621132858,axi,2,0,-1.06650032591448,-0.015492486653584728
P0013,20230621132858,axi,2,1,-1.049860258351354,0.017504026837725374
P0013,20230621132858,axi,2,2,-1.0681643110005616,0.01420239132245861
P0013,20240408085308,sag,,0,-0.991578283856582,0.0014020864536607586
P0013,20240408085308,cor,,0,-1.0260726668168865,-0.00020614480431961017
P0013,20240408085308,axi,1,0,-1.0198986431608497,-0.012256029106992571
P0013,20240408085308,axi,1,1,-1.0177580935780712,0.00851312464241585
P0013,20240408085308,axi,1,2,-1.036154199666936,0.018085199019801143
P0013,20240408085308,axi,2,0,-1.0216854505399693,-0.015418941454039495
P0013,20240408085308,axi,2,1,-1.0129534878944504,0.006645522458514847
P0013,20240408085308,axi,2,2,-1.0386438487844436,0.021639396368791586
P0013,20240409080856,sag,,0,-0.9846746697694887,-0.00044533262906810284
P0013,20240409080856,cor,,0,-1.0272794032843393,0.0016089100696609904
P0013,20240409080856,axi,1,0,-1.0215826026333197,-0.01893740012559684
P0013,20240409080856,axi,1,1,-1.0094662314524874,0.012087948610216472
P0013,20240409080856,axi,1,2,-1.0358886145349453,0.016468301807612884
P0013,20240409080856,axi,2,0,-1.0270020264234445,-0.017945329989416964
P0013,20240409080856,axi,2,1,-1.0171064157798997,0.0010577147623384228
P0013,20240409080856,axi,2,2,-1.0298604735834185,0.0070046052762932215
P0013,20240410081030,sag,,0,-0.9867514703549646,0.007259879604184581
P0013,20240410081030,cor,,0,-1.0237214401296248,-0.007106573860849081
P0013,20240410081030,axi,1,0,-1.0267991229687534,-0.01827215652015405
P0013,20240410081030,axi,1,1,-1.01436264182598,-0.00709245878605938
P0013,20240410081030,axi,1,2,-1.026820201862341,0.008000024654732284
P0013,20240410081030,axi,2,0,-1.0251268838814984,-0.017218961284623614
P0013,20240410081030,axi,2,1,-1.0154000107954624,-0.007017164132405333
P0013,20240410081030,axi,2,2,-1.0232489513391414,0.012990515695636255
P0014,20230913105152,sag,,0,-0.9791735424631737,-0.0003422088773104466
P0014,20230913105152,cor,,0,-1.0051718669812286,-0.010834080216050476
P0014,20230913105152,axi,1,0,-1.049595048198659,-0.048473973979081736
P0014,20230913105152,axi,1,1,-1.0483242489667077,-2.080515199054037e-10
P0014,20230913105152,axi,1,2,-1.0483242489699844,0.03200009827181502
P0014,20230913105152,axi,2,0,-1.0525329001323032,-0.046458355933837125
P0014,20230913105152,axi,2,1,-1.0483242489667077,-2.080515199054037e-10
P0014,20230913105152,axi,2,2,-1.0483242489699844,0.03200009827181502
P0014,20230926101300,sag,,0,-0.9791735424631737,-0.0003422088773104466
P0014,20230926101300,cor,,0,-1.008030014043826,-0.012892645815877363
P0014,20230926101300,axi,1,0,-1.0594452047239136,-0.03504977541054674
P0014,20230926101300,axi,1,1,-1.042017526528487,0.00228570872114613
P0014,20230926101300,axi,1,2,-1.0515989181796166,0.038169517944390635
P0014,20230926101300,axi,2,0,-1.0610199481241336,-0.029047929995166866
P0014,20230926101300,axi,2,1,-1.0429755938713081,0.005333279539347633
P0014,20230926101300,axi,2,2,-1.0518643274716188,0.040457891344563526
P0014,20231003103530,sag,,0,-0.9786108056915641,0.00021876170896818758
P0014,20231003103530,cor,,0,-1.0081134805357235,-0.010146785676622798
P0014,20231003103530,axi,1,0,-1.0516227050024438,-0.028835013035884705
P0014,20231003103530,axi,1,1,-1.0374014998422392,-0.0009272130057795744
P0014,20231003103530,axi,1,2,-1.0471886177089895,0.031775597208559915
P0014,20231003103530,axi,2,0,-1.0516227050024438,-0.028835013035884705
P0014,20231003103530,axi,2,1,-1.04016584691876,0.0003911339593843594
P0014,20231003103530,axi,2,2,-1.0496543854606508,0.040155740841887264
P0014,20240304152521,sag,,0,-0.9791735424631737,-0.0003422088773104466
P0014,20240304152521,cor,,0,-1.009444242875389,-0.014978545586375423
P0014,20240304152521,axi,1,0,-1.0478122458186239,-0.04850197590743095
P0014,20240304152521,axi,1,1,-1.0483242489667077,-2.080515199054037e-10
P0014,20240304152521,axi,1,2,-1.0484962295188094,0.02645473153059335
P0014,20240304152521,axi,2,0,-1.0478122458186239,-0.04850197590743095
P0014,20240304152521,axi,2,1,-1.0483242489667077,-2.399647473672932e-10
P0014,20240304152521,axi,2,2,-1.0488362521147916,0.015490159844781602
P0014,20240305101203,sag,,0,-0.9770091643184677,0.005725462173182955
P0014,20240305101203,cor,,0,-1.0057009425664976,-0.010664673287891495
P0014,20240305101203,axi,1,0,-1.0546646785771046,-0.04287460312046025
P0014,20240305101203,axi,1,1,-1.0504712984536022,0.002125704552351789
P0014,20240305101203,axi,1,2,-1.0594512128457652,0.03724921923912532
P0014,20240305101203,axi,2,0,-1.0550617091927637,-0.04305526674959789
P0014,20240305101203,axi,2,1,-1.0483903122590403,5.696676306767836e-05
P0014,20240305101203,axi,2,2,-1.0535083316306963,0.03727882155719685
P0014,20240306085139,sag,,0,-0.9727141444085189,0.0041964978935892065
P0014,20240306085139,cor,,0,-1.00889009679483,-0.01023448133391807
P0014,20240306085139,axi,1,0,-1.0596980703843069,-0.03714296973384468
P0014,20240306085139,axi,1,1,-1.0596157852940113,0.021577023932625224
P0014,20240306085139,axi,1,2,-1.0616841926354195,0.023910756832368006
P0014,20240306085139,axi,2,0,-1.0612999453416483,-0.036674224146552525
P0014,20240306085139,axi,2,1,-1.060170338496012,0.01993436449971136
P0014,20240306085139,axi,2,2,-1.0619964542883051,0.01577620940308464
P0017,20240209102454000000,sag,,0,-0.9759243913474114,0.01305018213902113
P0017,20240209102454000000,axi,1,0,-1.0090098039057291,-0.016914336082167976
P0017,20240209102454000000,axi,1,1,-1.016068118228978,-0.015998033956336546
P0017,20240209102454000000,axi,1,2,-1.0324521851720312,-0.0002539370466357674
P0017,20240209102454000000,axi,2,0,-1.0076493885512383,-0.014628616235598888
P0017,20240209102454000000,axi,2,1,-1.0160681182287767,-0.015998033968914964
P0017,20240209102454000000,axi,2,2,-1.0324521851720312,-0.0002539370466357674
P0017,20240212104820000000,sag,,0,-0.9864554889476962,0.0038370674227901636
P0017,20240212104820000000,cor,,0,-1.0118002416224652,-0.003774836912976686
P0017,20240212104820000000,axi,1,0,-1.01555611561763,-0.03251200033435245
P0017,20240212104820000000,axi,1,1,-1.0160681182292706,-2.5182196605744167e-10
P0017,20240212104820000000,axi,1,2,-1.0383338786815228,0.003953713363767063
P0017,20240212104820000000,axi,2,0,-1.0139774189330562,-0.03195293029191637
P0017,20240212104820000000,axi,2,1,-1.0111056180903109,-0.00803903304588833
P0017,20240212104820000000,axi,2,2,-1.0335336634693224,0.00297125629857287
P0017,20240213101206000000,sag,,0,-0.9847201912785895,0.010319056783427984
P0017,20240213101206000000,cor,,0,-1.014634001476077,-0.0014871726662343066
P0017,20240213101206000000,axi,1,0,-1.0067561431353065,-0.025150635214710136
P0017,20240213101206000000,axi,1,1,-1.0160681182289977,-0.015998033955117535
P0017,20240213101206000000,axi,1,2,-1.0341476058715795,0.01280159732451601
P0017,20240213101206000000,axi,2,0,-1.007420729400532,-0.02361766541312832
P0017,20240213101206000000,axi,2,1,-1.016068118229187,-0.01599803394327691
P0017,20240213101206000000,axi,2,2,-1.0341440835142963,0.015019935285744072
P0017,20240214101745000000,sag,,0,-0.9749002995638489,-0.00019374890984848875
P0017,20240214101745000000,cor,,0,-1.022509999488857,0.0027413878180504395
P0017,20240214101745000000,axi,1,0,-1.020138936466124,-0.01584957455224595
P0017,20240214101745000000,axi,1,1,-1.0183553651141979,-0.011049168618609904
P0017,20240214101745000000,axi,1,2,-1.0270122226687828,0.010857175983150228
P0017,20240214101745000000,axi,2,0,-1.021089116309493,-0.011599707603561812
P0017,20240214101745000000,axi,2,1,-1.0256996620775358,-0.003974817844394686
P0017,20240214101745000000,axi,2,2,-1.0192553795948434,0.011076956921965718
P0017,20240215101406,sag,,0,-0.9875416337248774,0.0011651704032272538
P0017,20240215101406,cor,,0,-1.0309705572594587,0.007507111816916559
P0017,20240215101406,axi,1,0,-1.0300457428367473,-0.02826675220653843
P0017,20240215101406,axi,1,1,-1.0287137398079316,-0.008770451539948213
P0017,20240215101406,axi,1,2,-1.0434262043896638,0.010437384726935596
P0017,20240215101406,axi,2,0,-1.0300457428372105,-0.028266752189931396
P0017,20240215101406,axi,2,1,-1.0301072395070647,-0.009711711543130701
P0017,20240215101406,axi,2,2,-1.041723205311061,0.01036514262675109
P0020,20240320161128,sag,,0,-0.9634152771564547,0.01037454812354487
P0020,20240320161128,cor,,0,-1.010377171717008,-0.00019445235670130425
P0020,20240320161128,axi,1,0,-1.0160681182292706,-2.0480106499576323e-10
P0020,20240320161128,axi,1,1,-1.01606811823009,-0.015998033886859612
P0020,20240320161128,axi,1,2,-1.0485802500043064,0.03200009837746613
P0020,20240320161128,axi,2,0,-1.0160681182292706,-2.0480106499576323e-10
P0020,20240320161128,axi,2,1,-1.01606811823009,-0.015998033886859612
P0020,20240320161128,axi,2,2,-1.0485802500043064,0.03200009837746613
P0020,20240321111058,sag,,0,-0.9598749812552466,0.013736427448803821
P0020,20240321111058,cor,,0,-1.0106857801336744,0.00033411932440505394
P0020,20240321111058,axi,1,0,-1.0170921245254378,-6.938893903907228e-18
P0020,20240321111058,axi,1,1,-1.017604127613917,-0.015981937439631177
P0020,20240321111058,axi,1,2,-1.0506282625966417,0.03198448473155803
P0020,20240321111058,axi,2,0,-1.0170921245254378,-6.938893903907228e-18
P0020,20240321111058,axi,2,1,-1.017604127613917,-0.015981937439631177
P0020,20240321111058,axi,2,2,-1.0407295056222787,0.02635758436408385
P0020,20240322121526,axi,1,0,-1.0110809035969306,-0.022866862766914964
P0020,20240322121526,axi,1,1,-1.0171555438462363,-0.019340349897714937
P0020,20240322121526,axi,1,2,-1.0510903831131413,-0.03277977536885779
P0020,20240325160454,sag,,0,-0.9577343905476401,-0.00392693953775438
P0020,20240325160454,cor,,0,-1.0082274892847336,0.0004562513253409395
P0020,20240325160454,axi,1,0,-0.950492703790676,0.05537547719072532
P0020,20240325160454,axi,1,1,-1.0207785329115264,-0.0038935370931687183
P0020,20240325160454,axi,1,2,-1.0307456206733967,0.026969110873096787
P0020,20240325160454,axi,2,0,-0.9973711013240073,0.007276140611194887
P0020,20240325160454,axi,2,1,-1.0207785329115264,-0.0038935370931687183
P0020,20240325160454,axi,2,2,-1.0360703897048402,0.021573308921891122
P0020,20240326150650,sag,,0,-0.9634152771564547,0.01037454812354487
P0020,20240326150650,cor,,0,-1.009544386142808,-0.0014668010185403275
P0020,20240326150650,axi,1,0,-1.0181491046545337,-0.002064522695293264
P0020,20240326150650,axi,1,1,-1.0181014356507687,-0.01384522712587739
P0020,20240326150650,axi,1,2,-1.0432229013838181,0.022882880646532766
P0020,20240326150650,axi,2,0,-1.0212521993217185,-0.00514287279094312
P0020,20240326150650,axi,2,1,-1.0173131131052588,-0.015240051095161695
P0020,20240326150650,axi,2,2,-1.0423490951810834,0.02764561867133481
P0020,20240327093628,sag,,0,-0.9580677394280167,0.004986186874792811
P0020,20240327093628,cor,,0,-1.0105121513656306,-0.0025087302069983983
P0020,20240327093628,axi,1,0,-1.019831389557934,-0.0021333399708664165
P0020,20240327093628,axi,1,1,-1.016177522336679,-0.018748253414302567
P0020,20240327093628,axi,1,2,-1.0400809542387823,0.024229972642649665
P0020,20240327093628,axi,2,0,-1.0221856271165282,-0.006620709887958463
P0020,20240327093628,axi,2,1,-1.0205801118115394,-0.017178041504791443
P0020,20240327093628,axi,2,2,-1.0542494970825893,0.027941612983251547
P0020,20240328100559,sag,,0,-0.9575252621280255,0.004427048517571886
P0020,20240328100559,cor,,0,-1.0090030508750176,-0.002677863012708632
P0020,20240328100559,axi,1,0,-1.0166057284157586,-0.014400043757544792
P0020,20240328100559,axi,1,1,-1.0264362809756205,-0.010285612859644369
P0020,20240328100559,axi,1,2,-1.048233688426651,0.0335934216690479
P0020,20240328100559,axi,2,0,-1.018149104651887,-0.013935526107744154
P0020,20240328100559,axi,2,1,-1.0185888058976866,-0.0069390130913392824
P0020,20240328100559,axi,2,2,-1.0523797163089468,0.027639570312326903
P0020,20240409110436,sag,,0,-0.9623068452628468,0.011394392700552569
P0020,20240409110436,cor,,0,-1.0145679055068506,0.004836245320317905
P0020,20240409110436,axi,1,0,-1.0118286864562616,-0.011019762725188412
P0020,20240409110436,axi,1,1,-1.0238513119696147,-0.01702913219213515
P0020,20240409110436,axi,1,2,-1.0447592242404797,0.02720046688617396
P0020,20240409110436,axi,2,0,-1.0185900338247729,-0.0012405932932246441
P0020,20240409110436,axi,2,1,-1.0211939585610108,-0.015544790580069405
P0020,20240409110436,axi,2,2,-1.0438059810155698,0.029456455573747195
P0020,20240410085959,sag,,0,-0.9575367988855557,0.005589296279509312
P0020,20240410085959,cor,,0,-1.0094889696020837,-0.0013812048743912786
P0020,20240410085959,axi,1,0,-1.018149104651887,-0.013935526107744154
P0020,20240410085959,axi,1,1,-1.021073396469354,-0.0032941101114031665
P0020,20240410085959,axi,1,2,-1.0496537161994501,0.04133736588831341
P0020,20240410085959,axi,2,0,-1.018149104651887,-0.013935526107744154
P0020,20240410085959,axi,2,1,-1.0219156791272337,-0.004194334043694983
P0020,20240410085959,axi,2,2,-1.0437048801246243,0.03997122686952284
P0020,20240412105043,sag,,0,-0.9653030521993147,0.007823419813772898
P0020,20240412105043,cor,,0,-1.0121043256437698,-0.0047083741568218485
P0020,20240412105043,axi,1,0,-1.0201345613303163,-0.0054473099390018355
P0020,20240412105043,axi,1,1,-1.0220302565967616,-0.008194562616193975
P0020,20240412105043,axi,1,2,-1.0405037234273862,0.023423217152308606
P0020,20240412105043,axi,2,0,-1.0178968963416157,-0.008571540217446596
P0020,20240412105043,axi,2,1,-1.0212110562142631,-0.013116622039377485
P0020,20240412105043,axi,2,2,-1.041567445283372,0.0268572252050448
P0020,20240416152638,sag,,0,-0.9604160354432036,0.013023469457111924
P0020,20240416152638,cor,,0,-1.01072924991627,-0.003690177152929521
P0020,20240416152638,axi,1,0,-1.0186464194983824,0.005707833205122366
P0020,20240416152638,axi,1,1,-1.0528042764826382,-0.026456569375044387
P0020,20240416152638,axi,1,2,-1.051618047453154,0.03828305717713826
P0020,20240416152638,axi,2,0,-1.018647826231874,0.005737106892505679
P0020,20240416152638,axi,2,1,-1.022916096513086,-0.01608551699848
P0020,20240416152638,axi,2,2,-1.0539602849287486,0.04046960483060319
P0020,20240418144739,sag,,0,-0.9545029021380885,0.013028509928855861
P0020,20240418144739,cor,,0,-1.0072553214045512,-0.0013029111339225106
P0020,20240418144739,axi,1,0,-1.018136388196598,-0.004728191037392804
P0020,20240418144739,axi,1,1,-1.025915887312699,-0.002997379209156964
P0020,20240418144739,axi,1,2,-1.0362921816029036,0.02667639350368939
P0020,20240418144739,axi,2,0,-1.0196154915009097,-0.00673952722354601
P0020,20240418144739,axi,2,1,-1.0262884022009997,-0.0035136122857834795
P0020,20240418144739,axi,2,2,-1.0509208123228297,0.02888178418240822
P0020,20240422110548,sag,,0,-0.9615392625719161,0.005673653435721376
P0020,20240422110548,cor,,0,-1.0140123224851392,-0.006042770376041978
P0020,20240422110548,axi,1,0,-1.0224620894660625,-0.0004747778582088989
P0020,20240422110548,axi,1,1,-1.0276035341662608,-0.02014758181881343
P0020,20240422110548,axi,1,2,-1.0505397219946107,0.02369225757164415
P0020,20240422110548,axi,2,0,-1.0210624736753358,-0.0025814063842765946
P0020,20240422110548,axi,2,1,-1.0232523413824797,-0.023192943440269127
P0020,20240422110548,axi,2,2,-1.0536729027481386,0.02680147744982978
P0023,20230913105802,axi,1,0,-1.064964316403251,-0.016000049656735592
P0023,20230913105802,axi,1,1,1.0321961835979891,0.0
P0023,20230913105802,axi,1,2,-1.0654763195587076,0.015748126154768706
P0023,20230913105802,axi,2,0,-1.0613234398848672,-0.020740805520711267
P0023,20230913105802,axi,2,1,1.0321961835979891,0.0
P0023,20230913105802,axi,2,2,-1.0654763195587076,0.015748126154768706
P0023,20240319152741,sag,,0,-0.9680258853747313,0.0004894039505258692
P0023,20240319152741,cor,,0,-1.012874823779844,-0.013708816340515188
P0023,20240319152741,axi,1,0,-1.0654763195587076,-0.015748126154768706
P0023,20240319152741,axi,1,1,-1.0479951666601572,0.0007979571538619286
P0023,20240319152741,axi,1,2,-1.0681643103082734,0.016000049113368046
P0023,20240319152741,axi,2,0,-1.0656872809415774,-0.01757764994509063
P0023,20240319152741,axi,2,1,-1.046345763898212,0.0013607746347260915
P0023,20240319152741,axi,2,2,-1.07112717443469,0.01611198039928352
P0023,20240320154616,sag,,0,-0.967346033525801,0.001189126707920228
P0023,20240320154616,cor,,0,-1.0191754731034892,-0.008201546325205679
P0023,20240320154616,axi,1,0,-1.0649643164011067,-0.026285795862630364
P0023,20240320154616,axi,1,1,-1.0425018790457259,-6.535896672145523e-05
P0023,20240320154616,axi,1,2,-1.065427183370767,0.029099202251259088
P0023,20240320154616,axi,2,0,-1.0613662296838684,-0.02062580802809172
P0023,20240320154616,axi,2,1,-1.0373802646913868,-0.005142872604017152
P0023,20240320154616,axi,2,2,-1.069854862378089,0.022514154510494204
P0023,20240321103219,sag,,0,-0.966304502969369,0.0021733334579417986
P0023,20240321103219,cor,,0,-1.004544143349509,-0.0139650648761665
P0023,20240321103219,axi,1,0,-1.0617391250703272,-0.01763840462066491
P0023,20240321103219,axi,1,1,-1.0429558659409932,-0.002732253093075142
P0023,20240321103219,axi,1,2,-1.062601001217116,0.0385577750648301
P0023,20240321103219,axi,2,0,-1.0617460183738838,-0.020935050165980948
P0023,20240321103219,axi,2,1,-1.0375539800415878,0.005477786008674201
P0023,20240321103219,axi,2,2,-1.0654241945492107,0.03354598182993493
P0027,20231012161014,sag,,0,-0.9792873582464089,0.004146003467820639
P0027,20231012161014,cor,,0,-1.0053424863827838,0.00022456949051011428
P0027,20231012161014,axi,1,0,-1.0483242489658886,-0.016505908082518096
P0027,20231012161014,axi,1,1,-1.0321961835979891,0.016000049188733052
P0027,20231012161014,axi,1,2,-1.0485802505407495,-0.0005078740932715348
P0027,20231012161014,axi,2,0,-1.0483242489658886,-0.016505908082518096
P0027,20231012161014,axi,2,1,-1.0320822767967532,0.011345848153899614
P0027,20231012161014,axi,2,2,-1.053846617857148,0.004552727732526456
P0027,20231107113643,sag,,0,-0.9691081737255839,0.006406433740289388
P0027,20231107113643,cor,,0,-1.0112147445187225,-0.005078678752716604
P0027,20231107113643,axi,1,0,-1.04524277795453,-0.015328570048896257
P0027,20231107113643,axi,1,1,-1.0321961835979891,0.016000049188733052
P0027,20231107113643,axi,1,2,-1.0465322965745105,0.0015891534462862122
P0027,20231107113643,axi,2,0,-1.0483242489662103,-0.016505908062406798
P0027,20231107113643,axi,2,1,-1.0362410574122998,0.0019650311705193824
P0027,20231107113643,axi,2,2,-1.0485802505407495,-0.0005078740932715348
P0027,20240304095313,axi,1,0,-1.0497614977420306,-0.02432007515007728
P0027,20240304095313,axi,1,1,-1.0393001418446446,0.0069328246502823754
P0027,20240304095313,axi,1,2,-1.074025444859302,0.037911578755130265
P0027,20240304095313,axi,2,0,-1.0476145547212157,-0.0190691364327985
P0027,20240304095313,axi,2,1,1.0425642256207368,0.0
P0027,20240304095313,axi,2,2,-1.0599364608383617,0.028160085914642446
P0027,20240305092247,axi,1,0,-1.0649643164109248,-0.032000098367914995
P0027,20240305092247,axi,1,1,-1.042295585620351,0.019269915951209794
P0027,20240305092247,axi,1,2,-1.067532006128633,0.03237310676847893
P0027,20240305092247,axi,2,0,-1.0649643164116318,-0.03200009834546612
P0027,20240305092247,axi,2,1,-1.0401814465724168,0.02130141116660593
P0027,20240305092247,axi,2,2,-1.0731563496148948,0.020923141335669554
P0027,20240306132526,axi,1,0,-1.0498944057248512,-0.01440669498436644
P0027,20240306132526,axi,1,1,-1.0313846031438143,-0.001119493916053987
P0027,20240306132526,axi,1,2,-1.0699838276921416,0.021476612421086637
P0027,20240306132526,axi,2,0,-1.0502070200852496,-0.014473739630339405
P0027,20240306132526,axi,2,1,-1.0304101137629373,-0.002633321912032891
P0027,20240306132526,axi,2,2,-1.0636864056401485,0.019718642618852505
P0027,20240307092215,axi,1,0,-1.0511279825845405,-0.04171762146833452
P0027,20240307092215,axi,1,1,-1.0375539800415878,-0.005477786008674201
P0027,20240307092215,axi,1,2,-1.0630623285701997,0.03179920024945207
P0027,20240307092215,axi,2,0,-1.0573263365144727,-0.02478975214427579
P0027,20240307092215,axi,2,1,-1.0405084816402541,-0.008613142237113068
P0027,20240307092215,axi,2,2,-1.0616640569027676,0.020488391945955628
P0027,20240311092901,axi,1,0,-1.0626261402884454,-0.0357994537526132
P0027,20240311092901,axi,1,1,-1.0406133141867684,0.00801049979538929
P0027,20240311092901,axi,1,2,-1.0641498374899214,0.025691370676515626
P0027,20240311092901,axi,2,0,-1.0626261402884454,-0.0357994537526132
P0027,20240311092901,axi,2,1,-1.0322236123391295,0.014537895853382837
P0027,20240311092901,axi,2,2,-1.0483242489675269,0.01600004913590735
P0027,20240313101045,axi,1,0,-1.0503722947498246,-0.023878175388502752
P0027,20240313101045,axi,1,1,-1.0321961835955316,-0.016251971138270135
P0027,20240313101045,axi,1,2,-1.0484218804088146,0.013061997350186441
P0027,20240313101045,axi,2,0,-1.0481962481796867,-0.02425327899358129
P0027,20240313101045,axi,2,1,-1.0359021237251198,-0.008097681573289064
P0027,20240313101045,axi,2,2,-1.0447785340045834,0.009622616528282057
P0027,20240320141045,axi,1,0,-1.0535083300582422,-0.021142922412583413
P0027,20240320141045,axi,1,1,-1.0374625509143875,0.011191369158890921
P0027,20240320141045,axi,1,2,-1.0643817122538308,0.01660282311488728
P0027,20240320141045,axi,2,0,-1.0535083300607768,-0.02114292228829319
P0027,20240320141045,axi,2,1,-1.041315728790419,0.013300412103528465
P0027,20240320141045,axi,2,2,-1.0592683534062626,0.01085717597743175
P0027,20240321133021,axi,1,0,-1.0649643164106237,-0.03200009837746656
P0027,20240321133021,axi,1,1,-1.0483242489666242,0.016505908036548323
P0027,20240321133021,axi,1,2,-1.0629982473877169,0.022891902396396192
P0027,20240321133021,axi,2,0,-1.0649643164109248,-0.032000098367914995
P0027,20240321133021,axi,2,1,-1.048324248966442,0.01650590804794308
